product_name,price,ratings_count,seller,review_rating,written_review,reviewer,bought_date,review_time,is_purchased,review_images_count,product_url
Air31 TWS Wireless Earbuds Bluetooth 5.3 | HD Stereo Sound & Deep Bass | Touch Control | Noise Cancelling Mic | Charging Case | Long Battery Life | Android & iOS Compatible,650.0,39.0,FOUR DEE STORE,5,inthai bakwas Jo profile py tha woh baija hi nai aur Jo mainy order kia tha woh bhi nai baija inthai ghatia quality. aur account py bhi fake reviews dalay hoa hain . yeh baijy hain Jo order hi nai kia thy,ahmad,2026-07-07,15 Jul 2026,True,1,https://www.daraz.pk/products/31-tws-1-hd-ios-i1954006166.html
Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Bluetooth Earphones - Air buds,749.0,117.0,DigiNex,5,Sound Quality:really nice Battery Life:drains pretty fast but not really that fast Comfort:niceee uses a type c charging port,mikur33h,2026-06-27,30 Jun 2026,True,1,https://www.daraz.pk/products/31-31-31-31-31-i917806762.html
Air 31 Pods Wireless Bluetooth Earbuds Headset pods handfree earbuds airdots Hanging Ear Color Family Headphones & Headsets Wireless Earbuds,714.0,359.0,Zimal Collection (Lahore),5,BOHAT HI BAKAR AIRBUDS HA OR DELIVERY BHI TIME SA NAHI MILI AIRBUDS CHARGING NAHI HO RAHA CHARGING CABLE BHI MISSING HA,M.AZIM,2026-08-16,1 week ago,True,1,https://www.daraz.pk/products/31-i561932911.html
Original M10 TWS Wireless bluetooth Pods airdots Earphones Touch Control 5.3 with power bank charger Headset Waterproof Hifi Quality Earbuds 3500mAh Stereo Sports Headphones With Microphone,799.0,126.0,Zimal Collection (Lahore),5,Asslamualekum bhot excellent quality ka air buds or dil kush hogya itni kum price ma behtareen mil gaya😊👍,zahid,2024-03-15,18 Mar 2024,True,2,https://www.daraz.pk/products/m10-tws-53-hifi-3500mah-i434625318.html
Air 31 Airpods - Air31 Earbuds Wireless Earbuds - Air 31 Earbuds - Transparent Airpods Air 31 - Transparent Earbuds Air 31 TWS Earbuds - Airbuds - Earpods - Ear Buds Wireless - Air Buds - Bluetooth Earphones,849.0,247.0,SBT Trader,5,Sound Quality:very good Battery Life:50 50 hai bs not much long lasting Comfort:satisfied with this,3***7,2025-07-14,17 Jul 2025,True,1,https://www.daraz.pk/products/31-31-31-31-31-i730410986.html
"M10 & M90 TWS Airpod _ with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",841.0,1.0,City Mall..,1,Comfort:full bad Battery Life:badest Sound Quality:poor jo cheez mangwai wo nahi bhajta koi na kharida M19 mangwaya but m10 bhaj dia jab ka dono alag hn and Bluetooth full rough condition mai ha like 6-7 month used ho box pack nahi ha open box phata hua daba ha charging port bhi ak noker mai phasa hua tha is ka ilawa scratches hi scratches koi bhi na la bekar ha my honest review: koi na lai bohat gha tiya hn,a***7,2026-07-12,16 Jul 2026,True,4,https://www.daraz.pk/products/m10-m90-tws-airpod-_-with-super-sound-high-quality-touch-sensors-true-stereo-headphones-with-built-in-mic-10m-transmission-bluetooth-wireless-earbuds-charging-case-sport-headset-for-all-bluetooth-smart-devices-i1958442300.html
Airbuds Air 31 Wireless Bluetooth Earpods / Crystal Transparent Case Headset With Mic For All Models / Stereo Sound Earbuds For Music & Gaming,649.0,244.0,HR ASSOCIATION,5,Battery Life: not good you can see on video Sound Quality: good Comfort: theek ha bas Thankyou itny kam price ma earphones case and lanyard bohat achy deal ha,Abyaan H.,2024-11-10,14 Nov 2024,True,3,https://www.daraz.pk/products/31-i513009541.html
"M10 Air Buds - Premium Wireless Earbuds, Air Pro, Air Buds, Earpods with Stereo Sound, IPX5 Waterproof, and Ergonomic Design",719.0,19.0,Zimal Collection (Lahore),5,"Sound Quality:Very Good 👍😊 Battery Life:Nice 🙂 Comfort:Very Good 👍😊 Very Nice Packing , In Bluetooth Also a Amazing l Light & USB port Mini Charging Bank. ❤️ Sound Quality:✨ Battery Life:👍🏻 Comfort:🔥 Highly Recommend ✅ Thanks To Daraz & Seller.",e***a,2026-07-30,4 weeks ago,True,3,https://www.daraz.pk/products/m10-ipx5-i1950447661.html
Air buds Transparent Air39 Bluetooth Round Drawer TWS Fully WATER prof Earphones Wireless Earbuds ENC Noise Reduction Headsets LED Display Sport Headphones Round Drawer Type Charging Case Best Wireless Airbuds Environmental Touch Control Earbu,849.0,36.0,Own Mall,5,black order kiye thy white aye hai or black colour ke extra paisy Liye gye thy Lekin black nhi diye,Emaan Farhan,2026-06-01,04 Jun 2026,True,2,https://www.daraz.pk/products/39-i948098412.html
"""N35 TWS Gaming Earbuds – 9D Stereo Bass Bluetooth 5.2 Wireless Earphones with Mic airpods Style Handsfree Headset for PUBG, Mobile Gaming & All Smartphones"" ""N35 Gaming Earbuds – Wireless TWS Bluetooth 5.2 Earphones with Mic, 9D Stereo Bass, Low Latency",1669.0,36.0,MobilMart,5,Yeh product dekh kar lagta hai high-end brand ka hai 🔥 use karte hi feel aa gaya 😌 recommended for everyone ✅,G***r,2025-05-01,10 May 2025,True,1,https://www.daraz.pk/products/tws-n35-9d-52-pubg-n35-tws-5-9d-i776180267.html
EARBUDS AIR 31 Wireless Earbuds with Crystal Transparent Case & Type C Charging Bluetooth 5.3 New Model,927.0,25.0,Nova Tech House,5,sound quality zabardast hai battery abhi use Nahin Kiya itna k battery test hosaky Thanks Daraz Seller and Team,A***n,2026-05-09,16 May 2026,True,6,https://www.daraz.pk/products/31-53-i1951482256.html
"Air 31 AirPro AirPods TWS Best Wireless Earbuds with Microphone & Type-C Charging Bluetooth 5.3 with Noise-Cancelling & Crystal Case Sport-Friendly, Waterproof & Affordable",699.0,25.0,(Jasmin Collection Lahore),5,"⭐ 1 Star Review I ordered Nokal AirPods from Daraz, but the product I received is fake and defective. ❌ The AirPods are not original ❌ The charging does not work at all, even after trying multiple chargers ❌ Sound quality is very poor ❌ Overall build quality is cheap This product is not usable. I am very disappointed and feel that my money has been wasted. I request Daraz to arrange a refund or replacement as soon as possible and take action against this seller. I do not recommend this product to anyone.",aryanalimangi731,2026-02-25,03 Mar 2026,True,2,https://www.daraz.pk/products/air-31-airpro-airpods-tws-best-wireless-earbuds-with-microphone-type-c-charging-bluetooth-53-with-noise-cancelling-crystal-case-sport-friendly-waterproof-affordable-i752202112.html
"Air 31 Air Pod Wireless Bluetooth Earbuds High-Quality Stereo Sound, Touch Sensors, Built-in Mic, White",719.0,33.0,(Hania Collection Lahore),5,"Asalaam o Alaikum, Ye mujhy aj recieve hoye hn, jb Connect kiye bluetooth se to combine connect ni hoty, kabi Left side se awaz ati ha kabi right side se awaz ati ha, akhthy awaz nai ati dono ma sy, aik time py aik hi kam krta ha. Product damage b hai",Naeem Gul,2025-11-03,06 Nov 2025,True,1,https://www.daraz.pk/products/31-i473618661.html
Pro 2 Airbuds,1149.0,1.0,Saim Mobiles,5,Sound Quality:Great,0***1,2026-08-13,1 week ago,True,0,https://www.daraz.pk/products/2-i1967906127.html
N35 Earbuds TWS Wireless Bluetooth Earphones|N35 Gaming Earbuds Headset Air buds 9D Bluetooth 5.2 Stereo Bass Headphones Airpods Handsfree With Mic For PUBG Gaming For All Phones,1577.0,123.0,Hillstripe.Online,5,zabardast quality hai earbuds ki . sound bhi bohat acha hai bass bhi theekh hai . must buy from this store,H***a,2024-02-27,05 Mar 2024,True,6,https://www.daraz.pk/products/n35-tws-9d-52-i439115573.html
M10 Air buds Wireless Bluetooth EarBuds Stereo Earphones with Power bank Bluetooth Premium Quality Airpods Ear phone Ear Buds Airdots For All Smart Phones,999.0,1.0,PK Store,1,Battery Life:Lift Side totly dead condition,R***f,2026-08-08,2 weeks ago,True,1,https://www.daraz.pk/products/m10-i936413490.html
Zoro ZT Carbon ZBuds Earbuds Airbuds Airpords High Quality Quad Mic ENC 100 Hours Total Playtime 45ms Ultra-Low Latency Gaming Mode High-Definition Audio Effects Secure & Comfortable Fit,2411.0,7.0,Items ki Dukan.,5,Sound Quality:base kafi achi h Battery Life:battery to akhiiir level h 3 3 din charge ni krta m Comfort:munasib price m bohot achy waly hn highly recommended ❤️,3***5,2026-08-25,3 days ago,True,3,https://www.daraz.pk/products/zoro-zt-zbuds-earbuds-airbuds-airpords-enc-100-45ms-i1960071015.html
Air 31 TWS Wireless Earbuds,629.0,46.0,Myclubcart,5,mjhy pacel rcv tu ho gya but dono buds ik sth pair nh hoty ik tym m 1 ki awaz ati h bht bara dhoka kiya h daraz n,Ali Naqi,2026-07-16,23 Jul 2026,True,1,https://www.daraz.pk/products/31-tws-i439848632.html
"M10 Wireless Earbuds TWS Airpods_with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , Charging Case Sport Headset for all Bluetooth Smart devices.",999.0,3.0,Salaar Mart,5,MashaaAllah very good seller i have no words to express my feelings so happy to have my first order on daraz the seller is very honest and cooperative he really cooperate on every matter i want quick delivery and he manage to make the delivery very fast i want this product on cousin engagment and i got that on the day before Hurrah! very weldone daraz thank u so much this best platform for us,shahzadagulfam460,2024-03-30,05 Apr 2024,True,2,https://www.daraz.pk/products/m10-tws-10-i470914534.html
Original M10 Mini Airpods Double Wireless Bluetooth airdots Hand Free with Power Bank Stereo Earphones earbuds - black bluetooth ear phone ( 2 Bluetooth Ear Phone,729.0,17.0,A.S Shop,5,Sound Quality:good Battery Life:goog Comfort:goood,saifullah1234567890101020,2026-07-18,20 Jul 2026,True,1,https://www.daraz.pk/products/original-m10-mini-airpods-double-wireless-bluetooth-airdots-hand-free-with-power-bank-stereo-earphones-earbuds-black-bluetooth-ear-phone-2-bluetooth-ear-phone-i434650236.html
Airdops 191 Wireless Earbuds | 60 Hours Playtime | Dual Battery TWS Bluetooth Earphones,1950.0,24.0,electronia store,5,"Calling ke liye ye earbuds bohat zabardast hain, meri awaaz dusri side bilkul clear jati hai. Office aur daily use dono ke liye perfect hain.",Hamiz,2026-07-22,02 Aug 2026,True,2,https://www.daraz.pk/products/191-60-i1964816213.html
"TWS Black with Super Sound & High Quality Touch Sensors True Stereo Headphones with Built in Mic 10m Transmission Bluetooth Wireless Earbuds , power Case Sport Headset for all Bluetooth Smart devices.",799.0,3.0,Best Collection Mall,5,Very too good quality Microphone Quality:everything is best Comfort: I suggested to u buy these earbuds,haaara212,2026-07-19,21 Jul 2026,True,6,https://www.daraz.pk/products/tws-10m-i1959720747.html
Airpods 2nd Bluetooth Earphone TWS Wireless Headphones Sport Airpods_Gaming Headset Bass Handsfree Wireless Earbuds For iPhone Android - White / Black,999.0,4.0,Salaar Mart,5,dhoka ha sb istemal kya hua ha or totay huay niklay hai air buds ka sound bi sahi nahi ha or charging to intehai Kam ha or pair alag hain,junaid,2024-08-07,10 Aug 2024,True,3,https://www.daraz.pk/products/air-buds-mini-air-pro-4-bluetooth-earphone-tws-wireless-headphones-sport-airpods_gaming-headset-bass-handsfree-wireless-earbuds-for-iphone-android-white-black-i471792488.html
EARBUDS AIR 31 AIRPODS WIRELESS EARBUDS WITH CRYSTAL TRANSPARENT CASE WITH TYPE C CHARGING|EARBUDS BLUETOOTH 5.3 | NEW MODEL AIR 31,813.0,31.0,Gadget & More 1.0,4,Very nice airpods.Jesi pictures hain wese hi aye hain bs battery life kam hai pods ki mere khayal mein 🙂.Overall fully satisfied,O***.,2024-08-12,18 Aug 2024,True,1,https://www.daraz.pk/products/31-c-53-31-i435794153.html
AirPod Style TWS Earbuds Bluetooth 5.3 Wireless Air Buds with ENC Noise Cancellation Deep Bass Touch Control Fast Charging Earbuds for Android & Bluetooth Devices,999.0,12.0,my virtual Mall,5,Sound Quality:low ha Battery Life:average Comfort: 35% guzara ha bus behtereen ni ha Mera mashwara ye ha k ap 100 200 Mila k acha mangwa lyn,ms8901290g,2026-05-30,02 Jun 2026,True,2,https://www.daraz.pk/products/53-i1957571756.html
M10 Air buds Wireless Bluetooth EarBuds Stereo Earphones with Power bank Bluetooth Ear phone Ear Buds Airdots Premium Quality For All Smart Phones,781.0,576.0,AMEER SONS.PK,5,bhi ya M10 Oder kaya tha ik side chal rahi h or ik side work nahi kar rahi bat ki h tu khata h 1 week laga gha return pasa karna ma ab Banda kara tu kaya KARA yar achi cheez Baja kro ap logo sa pasa lata h wasa thori baj ta h khud k nam h achi cheez Baja kara,Sagar,2025-05-19,21 May 2025,True,1,https://www.daraz.pk/products/m10-i456888604.html
"Original AirPods Pro 2nd Generation & Airpro 6 & TWS i12 & AIrpods i16 - Super Sound & High-Quality Touch Sensors, True Stereo Headphones with Built-in Mic, Bluetooth Wireless Earbuds, Sport Headset (White)",2500.0,1.0,Salaar Mart,5,"The i16 AirPods deliver impressive performance for their price, making them a standout choice for budget-conscious consumers. With a stylish, compact design, they offer comfortable wear and solid sound quality, ensuring an enjoyable listening experience for music, podcasts, and calls. The quick and easy pairing process enhances convenience, while the touch controls allow for seamless navigation. Battery life is commendable, providing hours of use on a single charge. Though they may lack premium features like noise cancellation, the i16 AirPods offer excellent value, making them a great option for anyone seeking reliable wireless earbuds.",n***n,2024-09-20,24 Sep 2024,True,4,https://www.daraz.pk/products/2nd-i538305065.html
"M10 Wireless Earbuds TWS Airpods_with Super Sound & High-Quality Touch Sensors True Stereo Headphones with Built-in Mic 10m Transmission Bluetooth Wireless Earbuds, Charging Case Sport Headset for all Bluetooth Smart devices.",799.0,2.0,Salaar Mart,5,"Product is so cool, and the quality of sound is just too nice",Syed T.,2024-04-24,07 May 2024,True,4,https://www.daraz.pk/products/m10-tws-m10-i471796240.html
"M28 Earbuds,M28 Earbuds 3500Mah Original,M28 TWS Gaming Wireless Earbuds Airpods Type-c LED Display Stereo Low Latency Heavy Bass HIFI Music Bluetooth Earphone Smart Touch Control Waterproof Sport Headset with Mic",1599.0,113.0,MobilMart,5,Product ki quality zaberdast ha or same ae ha jasa pic ma ha and fantastic quality product its outstanding,M***a,2023-12-24,04 Jan 2024,True,1,https://www.daraz.pk/products/m28-m28-3500mah-tws-m28-c-led-hifi-i444481683.html
"Airpods i12 - Super Sound & High-Quality Touch Sensors, True Stereo Headphones with Built-in Mic, Bluetooth Wireless Earbuds with Power Case, Sport Headset for All Bluetooth Smart Devices",999.0,1.0,Salaar Mart,5,good,S***.,2024-12-04,28 Dec 2024,True,0,https://www.daraz.pk/products/i12-i539610348.html
